sscore,avg(pos),avg(neg)
5936,0.45454545454545453,0.9090909090909091
6362,0.25,0.8958333333333334
4174,0.20833333333333334,0.9583333333333334
9341,0.3673469387755102,0.9795918367346939
15312,0.4473684210526316,0.8421052631578947
8057,0.345679012345679,1.0
6297,0.38095238095238093,0.8809523809523809
965,0.4,0.8941176470588236
10695,0.375,0.90625
6363,0.3942307692307692,0.9230769230769231
4082,0.36363636363636365,0.9545454545454546
4256,0.2777777777777778,0.9166666666666666
6319,0.4,0.7333333333333333
8360,0.2857142857142857,0.8095238095238095
31452,0.40711462450592883,0.8695652173913043
0,0.4483529870846777,0.8892156582817006
6917,0.26356589147286824,0.8449612403100775
13798,0.390625,0.85
348,0.41025641025641024,0.9282051282051282
6172,0.40186915887850466,0.897196261682243
4905,0.4301994301994302,0.8689458689458689
277,0.4356955380577428,0.9028871391076115
415,0.3902439024390244,0.9073170731707317
847,0.3251231527093596,0.8817733990147784
12253,0.4435483870967742,0.9435483870967742
2940,0.3352272727272727,0.8522727272727273
8881,0.3493975903614458,0.8795180722891566
7867,0.3148148148148148,0.9444444444444444
6664,0.36633663366336633,0.8910891089108911
3252,0.4025974025974026,0.9285714285714286
27028,0.3924050632911392,0.8860759493670886
49974,0.30991735537190085,0.8966942148760331
46130,0.3743718592964824,0.9120603015075377
37925,0.3463687150837989,0.9385474860335196
30769,0.4624277456647399,0.8872832369942196
18797,0.3620689655172414,0.9137931034482759
32240,0.22077922077922077,0.9177489177489178
52430,0.3657142857142857,0.8571428571428571
35476,0.35051546391752575,0.8350515463917526
7612,0.2867132867132867,0.8146853146853147
6760,0.3673469387755102,0.9183673469387755
9019,0.3020833333333333,1.0
287,0.375,0.8857142857142857
4117,0.34782608695652173,0.8840579710144928
5799,0.3466666666666667,0.8266666666666667
3640,0.3235294117647059,0.9159663865546218
16361,0.4576271186440678,0.9152542372881356
7872,0.32608695652173914,0.9347826086956522
26100,0.43209876543209874,0.8888888888888888
16492,0.43902439024390244,0.926829268292683
2486,0.34146341463414637,0.8170731707317073
5741,0.42857142857142855,0.8831168831168831
1077,0.39285714285714285,0.8809523809523809
1594,0.4264705882352941,0.8774509803921569
2157,0.2857142857142857,0.9142857142857143
12881,0.47058823529411764,0.9411764705882353
20956,0.3826530612244898,0.9438775510204082
5417,0.5,1.0
1336,0.3829787234042553,0.8829787234042553
14005,0.410958904109589,0.9178082191780822
8493,0.41379310344827586,0.9655172413793104
10988,0.3695652173913043,0.8913043478260869
13585,0.3732394366197183,0.9295774647887324
2648,0.36507936507936506,0.9047619047619048
1958,0.10526315789473684,0.9473684210526315
19324,0.234375,0.890625
6361,0.5,1.0
14116,0.34782608695652173,0.9782608695652174
656,0.3178294573643411,0.875968992248062
36913,0.4068627450980392,0.8970588235294118
33492,0.34579439252336447,0.8598130841121495
13551,0.3103448275862069,0.9241379310344827
3296,0.33519553072625696,0.888268156424581
2900,0.5147058823529411,0.9411764705882353
5729,0.5384615384615384,0.8076923076923077
1480,0.3897058823529412,0.8897058823529411
8977,0.42718446601941745,0.7766990291262136
3603,0.3626237623762376,0.9492574257425742
5126,0.3783783783783784,0.918918918918919
39697,0.35185185185185186,0.9351851851851852
6130,0.27941176470588236,0.8823529411764706
2583,0.4177215189873418,0.9029535864978903
53010,0.3867403314917127,0.8977900552486188
502,0.4367816091954023,0.9252873563218391
32252,0.3728813559322034,0.943502824858757
40609,0.4298245614035088,0.9035087719298246
3144,0.34210526315789475,0.8947368421052632
14573,0.44329896907216493,0.8041237113402062
4872,0.34285714285714286,0.9428571428571428
2244,0.3870967741935484,0.8602150537634409
5107,0.21951219512195122,0.9512195121951219
6262,0.25,0.9285714285714286
4161,0.43902439024390244,0.8536585365853658
8146,0.46,0.8
11581,0.4186046511627907,0.9302325581395349
3680,0.48507462686567165,0.9104477611940298
10755,0.4339622641509434,0.9622641509433962
9114,0.3381294964028777,0.920863309352518
3302,0.3825503355704698,0.8590604026845637
4113,0.31868131868131866,0.8131868131868132
35196,0.3854748603351955,0.9553072625698324
8640,0.45454545454545453,0.9090909090909091
4473,0.2857142857142857,0.9081632653061225
3869,0.4523809523809524,0.8333333333333334
1921,0.35668789808917195,0.8726114649681529
12596,0.4418604651162791,0.8837209302325582
9295,0.3333333333333333,0.8476190476190476
15185,0.23684210526315788,0.9210526315789473
9207,0.3924050632911392,0.8227848101265823
13487,0.3888888888888889,0.8703703703703703
3382,0.411214953271028,0.9065420560747663
2088,0.3584905660377358,0.9433962264150944
2881,0.35344827586206895,0.9310344827586207
12860,0.4076086956521739,0.9184782608695652
1055,0.4,0.9176470588235294
13242,0.3333333333333333,0.8095238095238095
13871,0.34782608695652173,0.9565217391304348
4108,0.2898550724637681,0.8695652173913043
5888,0.4166666666666667,0.8666666666666667
6555,0.3,0.8
8228,0.32954545454545453,0.8977272727272727
7234,0.4583333333333333,0.9583333333333334
6322,0.5,0.9444444444444444
2364,0.4519774011299435,0.8700564971751412
167,0.410958904109589,0.9178082191780822
299,0.3473053892215569,0.8922155688622755
155,0.3996569468267582,0.9005145797598628
35250,0.32589285714285715,0.9464285714285714
1042,0.3389830508474576,0.8983050847457628
13351,0.4140625,0.8359375
113,0.47129909365558914,0.9229607250755287
2672,0.44285714285714284,0.9285714285714286
1738,0.35,0.925
18192,0.275,0.9375
9526,0.3402061855670103,0.8762886597938144
736,0.39344262295081966,0.9426229508196722
5915,0.38425925925925924,0.9351851851851852
32959,0.3310810810810811,0.918918918918919
33289,0.45054945054945056,0.8901098901098901
112,0.4214123006833713,0.8963553530751709
4131,0.34265734265734266,0.8531468531468531
10428,0.391304347826087,0.9130434782608695
22498,0.3602941176470588,0.9411764705882353
30753,0.35714285714285715,0.8506493506493507
21950,0.30869565217391304,0.9391304347826087
5579,0.2571428571428571,0.9142857142857143
1599,0.2929936305732484,0.9235668789808917
30892,0.40703517587939697,0.9195979899497487
1882,0.43373493975903615,0.8554216867469879
5009,0.27835051546391754,0.9484536082474226
2175,0.25,0.9583333333333334
5208,0.3333333333333333,0.9444444444444444
14578,0.39655172413793105,0.9137931034482759
385,0.3574468085106383,0.9319148936170213
831,0.41134751773049644,0.8794326241134752
3324,0.3695652173913043,0.9782608695652174
2878,0.4264705882352941,0.9117647058823529
17219,0.2875,0.85
17930,0.3418803418803419,0.8888888888888888
8438,0.27906976744186046,0.9069767441860465
2400,0.3787878787878788,0.8636363636363636
31418,0.38620689655172413,0.903448275862069
6605,0.3870967741935484,0.8870967741935484
7207,0.417910447761194,0.8805970149253731
14443,0.3,0.8555555555555555
4300,0.17391304347826086,0.9130434782608695
2403,0.358974358974359,0.8461538461538461
6351,0.24561403508771928,0.8421052631578947
6252,0.07692307692307693,0.8461538461538461
24811,1.0,1.0
76171,0.3811252268602541,0.9056261343012704
34054,0.43354430379746833,0.9430379746835443
588,0.38848920863309355,0.9280575539568345
2341,0.325,0.8875
6479,0.2922848664688427,0.8864985163204748
347,0.36716417910447763,0.9014925373134328
11700,0.3137254901960784,0.9411764705882353
1636,0.4296875,0.859375
2549,0.2872340425531915,0.8723404255319149
1547,0.43884892086330934,0.9280575539568345
3484,0.2916666666666667,0.9583333333333334
13286,0.38271604938271603,0.9259259259259259
7911,0.3333333333333333,0.9019607843137255
27263,0.4391304347826087,0.8956521739130435
602,0.3695652173913043,0.8739130434782608
24541,0.4748201438848921,0.8992805755395683
237,0.37994722955145116,0.9102902374670184
35499,0.3323353293413174,0.811377245508982
7608,0.5151515151515151,0.9545454545454546
241,0.43509615384615385,0.9038461538461539
26605,0.31901840490797545,0.8711656441717791
1740,0.4433497536945813,0.896551724137931
2882,0.3,0.9222222222222223
9270,0.5,0.9054054054054054
53758,0.3540925266903915,0.8718861209964412
6635,0.4418604651162791,0.9534883720930233
3491,0.42857142857142855,0.9120879120879121
5304,0.34146341463414637,0.8292682926829268
22331,0.42,0.86
8320,0.45918367346938777,0.9387755102040817
11393,0.34375,0.875
564,0.39263803680981596,0.9141104294478528
38410,0.390625,0.9107142857142857
12237,0.4576271186440678,0.8700564971751412
5213,0.26666666666666666,0.8833333333333333
18555,0.30097087378640774,0.8737864077669902
6676,0.2708333333333333,0.7916666666666666
3888,0.49019607843137253,0.8431372549019608
6044,0.31351351351351353,0.9513513513513514
10282,0.38095238095238093,0.9047619047619048
1497,0.4084507042253521,0.9014084507042254
5364,0.3673469387755102,0.8775510204081632
3662,0.16,0.84
857,0.29936305732484075,0.8789808917197452
2278,0.3263157894736842,0.8947368421052632
4028,0.11764705882352941,1.0
8037,0.3575757575757576,0.8545454545454545
6614,0.3333333333333333,1.0
4684,0.2857142857142857,0.875
25408,0.3888888888888889,0.8888888888888888
31312,0.45614035087719296,0.935672514619883
4220,0.3875,0.9125
35841,0.4119601328903654,0.8471760797342193
6136,0.3870967741935484,1.0
5343,0.32432432432432434,0.9459459459459459
2660,0.38461538461538464,0.8846153846153846
7796,0.4666666666666667,0.8888888888888888
4762,0.42857142857142855,0.9523809523809523
5025,0.19230769230769232,0.8653846153846154
1983,0.29411764705882354,0.8823529411764706
3158,0.35,0.975
7819,0.2962962962962963,0.8148148148148148
25799,0.3448275862068966,0.9575596816976127
8174,0.2867647058823529,0.8529411764705882
2681,0.35384615384615387,0.8923076923076924
2535,0.3319268635724332,0.8593530239099859
22,0.47434477667035807,0.9073458840900701
330,0.3433962264150943,0.8981132075471698
1640,0.4174757281553398,0.9029126213592233
1338,0.3333333333333333,0.8992248062015504
724,0.3784722222222222,0.8888888888888888
2612,0.39705882352941174,0.9411764705882353
17748,0.4122137404580153,0.8396946564885496
2355,0.38,0.92
43664,0.4086687306501548,0.9566563467492261
5396,0.3508771929824561,0.9181286549707602
1211,0.3435114503816794,0.9618320610687023
8254,0.35714285714285715,0.8883928571428571
1905,0.38823529411764707,0.8588235294117647
4935,0.30952380952380953,0.9523809523809523
10624,0.44554455445544555,0.8613861386138614
198,0.34574468085106386,0.9095744680851063
4478,0.5185185185185185,0.8888888888888888
414,0.40816326530612246,0.923469387755102
5846,0.20833333333333334,0.9375
11037,0.4,0.8857142857142857
2378,0.39166666666666666,0.9583333333333334
4277,0.3216374269005848,0.783625730994152
11441,0.4605263157894737,0.8421052631578947
11595,0.41317365269461076,0.8502994011976048
4235,0.4076086956521739,0.9510869565217391
5895,0.18181818181818182,0.9696969696969697
29588,0.3944636678200692,0.9065743944636678
19978,0.42045454545454547,0.8636363636363636
1526,0.43902439024390244,0.926829268292683
5964,0.36607142857142855,0.9285714285714286
1241,0.3333333333333333,0.9259259259259259
2263,0.4755244755244755,0.8671328671328671
10287,0.2682926829268293,0.9512195121951219
7616,0.2545454545454545,0.8727272727272727
5279,0.3592814371257485,0.8682634730538922
6226,0.4270833333333333,0.8541666666666666
5287,0.3793103448275862,0.9482758620689655
530,0.3900709219858156,0.9148936170212766
6086,0.358974358974359,0.9230769230769231
2966,0.42857142857142855,0.9523809523809523
3930,0.34146341463414637,0.9186991869918699
4480,0.38461538461538464,0.9230769230769231
6313,0.3939393939393939,0.8484848484848485
1711,0.4657534246575342,0.9041095890410958
13185,0.3252032520325203,0.8699186991869918
3200,0.42735042735042733,0.8205128205128205
2489,0.42857142857142855,0.9387755102040817
12929,0.36538461538461536,0.9423076923076923
5871,0.4375,0.921875
2488,0.4,0.9052631578947369
2317,0.3230769230769231,0.9384615384615385
6678,0.20588235294117646,0.9411764705882353
3368,0.3333333333333333,0.9166666666666666
4206,0.37735849056603776,0.9433962264150944
6809,0.5217391304347826,0.9565217391304348
7985,0.24,0.96
24203,0.3729508196721312,0.8401639344262295
1403,0.4074074074074074,0.8518518518518519
3821,0.3563049853372434,0.8790322580645161
486,0.38362068965517243,0.9181034482758621
130,0.4016,0.8832
2706,0.26229508196721313,0.9344262295081968
22234,0.37719298245614036,0.8245614035087719
196,0.3838120104438642,0.9112271540469974
7576,0.3435897435897436,0.882051282051282
81599,0.39622641509433965,0.8616352201257862
427,0.3696808510638298,0.925531914893617
18883,0.4375,0.8382352941176471
26000,0.3716475095785441,0.9157088122605364
24545,0.4076086956521739,0.9456521739130435
1972,0.4260869565217391,0.9304347826086956
3125,0.3251231527093596,0.8669950738916257
2439,0.40425531914893614,0.8723404255319149
7478,0.5,0.8461538461538461
26229,0.25,0.9565217391304348
6458,0.37142857142857144,0.8142857142857143
1152,0.38596491228070173,0.8508771929824561
2282,0.3389830508474576,0.8813559322033898
36139,0.39846743295019155,0.9272030651340997
4482,0.37566137566137564,0.9047619047619048
1374,0.32978723404255317,0.9042553191489362
2828,0.411214953271028,0.9532710280373832
4923,0.3671875,0.890625
57670,0.40425531914893614,0.8563829787234043
10091,0.36764705882352944,0.8970588235294118
28400,0.3614457831325301,0.9156626506024096
29861,0.3853211009174312,0.9235474006116208
2277,0.3743016759776536,0.9385474860335196
6081,0.275,0.9333333333333333
25877,0.3203125,0.890625
487,0.3938053097345133,0.8805309734513275
2473,0.2753623188405797,0.9130434782608695
7826,0.4,0.9
4806,0.42857142857142855,0.8571428571428571
932,0.3146417445482866,0.9252336448598131
1157,0.35443037974683544,0.8924050632911392
1059,0.34782608695652173,0.8478260869565217
3024,0.36,0.89
1428,0.49107142857142855,0.8392857142857143
4545,0.37037037037037035,0.9506172839506173
1050,0.33076923076923076,0.8153846153846154
26335,0.4426229508196721,0.9016393442622951
823,0.3178294573643411,0.9302325581395349
7783,0.3793103448275862,0.8620689655172413
7967,0.4,0.8571428571428571
11667,0.3333333333333333,0.9259259259259259
6933,0.32,0.88
8716,0.3620689655172414,0.8620689655172413
9188,0.2923076923076923,0.7230769230769231
12891,0.4,0.8
7,0.5732182628062361,0.9014476614699332
1505,0.3762993762993763,0.8218988218988219
40293,0.39919354838709675,0.8830645161290323
27274,0.2727272727272727,0.8560606060606061
5099,0.40408163265306124,0.9306122448979591
1873,0.39617486338797814,0.860655737704918
17816,0.34711964549483015,0.8330871491875923
2007,0.3930635838150289,0.8959537572254336
7270,0.26785714285714285,0.9107142857142857
6502,0.2916666666666667,0.875
3352,0.475,0.9
2983,0.3559322033898305,0.8898305084745762
5193,0.3372093023255814,0.9069767441860465
5446,0.4041095890410959,0.910958904109589
1527,0.35658914728682173,0.875968992248062
3243,0.3191489361702128,0.9078014184397163
4559,0.38571428571428573,0.9
1353,0.3409090909090909,0.875
17988,0.4230769230769231,0.9230769230769231
4925,0.3089005235602094,0.8586387434554974
77,0.45634920634920634,0.9345238095238095
44689,0.38253638253638256,0.8523908523908524
2611,0.2826086956521739,0.8695652173913043
7052,0.3739130434782609,0.9130434782608695
16625,0.425,0.8375
5605,0.3985239852398524,0.8302583025830258
8267,0.3902439024390244,0.8780487804878049
27991,0.33070866141732286,0.9015748031496063
5690,0.2578125,0.8984375
21403,0.37735849056603776,0.9009433962264151
12737,0.5606060606060606,0.8636363636363636
3240,0.2644628099173554,0.8842975206611571
6734,0.3783783783783784,0.8918918918918919
1760,0.3739130434782609,0.8608695652173913
1979,0.43478260869565216,0.8695652173913043
6893,0.30392156862745096,0.9411764705882353
4517,0.34210526315789475,0.9210526315789473
8536,0.2781954887218045,0.9548872180451128
3489,0.4050632911392405,0.8987341772151899
11074,0.32,0.9
3988,0.3870967741935484,0.967741935483871
677,0.4353448275862069,0.9008620689655172
4377,0.47191011235955055,0.9438202247191011
9342,0.3090909090909091,0.9454545454545454
7372,0.33658536585365856,0.8780487804878049
4729,0.3944954128440367,0.8348623853211009
2720,0.4090909090909091,0.9454545454545454
6956,0.42105263157894735,0.9263157894736842
13303,0.5,0.875
8907,0.45454545454545453,0.9696969696969697
6184,0.3870967741935484,0.9354838709677419
2775,0.43902439024390244,0.926829268292683
2241,0.38271604938271603,0.8641975308641975
7918,0.30434782608695654,0.8260869565217391
6921,0.4126984126984127,0.9841269841269841
5625,0.4,0.7666666666666667
6471,0.36086956521739133,0.8565217391304348
34,0.44911297852474324,0.8982259570494865
5400,0.3273542600896861,0.8856502242152466
184,0.3564356435643564,0.897029702970297
1041,0.39869281045751637,0.9019607843137255
3854,0.3025210084033613,0.957983193277311
1887,0.33035714285714285,0.875
7845,0.3,0.9444444444444444
7287,0.4119718309859155,0.795774647887324
3311,0.4369747899159664,0.8907563025210085
3362,0.3055555555555556,0.9305555555555556
19774,0.34296028880866425,0.8953068592057761
5496,0.3888888888888889,0.9
41654,0.36936936936936937,0.8948948948948949
532,0.4666666666666667,0.8634920634920635
37695,0.4105960264900662,0.9701986754966887
4139,0.32432432432432434,0.9459459459459459
3161,0.39215686274509803,0.8872549019607843
44891,0.2914572864321608,0.9748743718592965
858,0.33064516129032256,0.9112903225806451
26105,0.31521739130434784,0.9130434782608695
4732,0.36996336996337,0.8498168498168498
26108,0.3465346534653465,0.9174917491749175
1540,0.41333333333333333,0.8866666666666667
1427,0.3392857142857143,0.8690476190476191
28980,0.49523809523809526,0.8857142857142857
5031,0.46875,0.90625
4492,0.3103448275862069,0.9261083743842364
4657,0.3393665158371041,0.8959276018099548
7742,0.36507936507936506,0.9126984126984127
